spot_id,pattern_id,classification,actionable,severity,evidence_text,structured_context,reason
159,NV_transit_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
159,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Recién remodelado con acabados modernos. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
160,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
160,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
161,NV_near_shopping_centers,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
161,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
161,NV_all_services,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Ubicación estratégica cerca de centros comerciales. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
162,NV_transit_access,not_verifiable,False,low,Perfecto para negocio en crecimiento. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
163,NV_near_shopping_centers,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
165,S001,semantic_cross_field_mismatch,True,medium,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
165,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
166,NV_near_shopping_centers,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Espacio versátil adaptable a diferentes giros. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
167,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
168,S003,ambiguous,False,low,Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
168,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
168,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
169,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
170,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
171,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
173,S003,ambiguous,False,low,Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
173,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
174,NV_near_shopping_centers,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
174,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
174,NV_market_demand,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
175,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
176,NV_near_shopping_centers,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
177,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
177,NV_transit_access,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Fácil acceso a transporte público y avenidas principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
179,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
179,NV_near_shopping_centers,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Perfecto para negocio en crecimiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
180,S003,ambiguous,False,low,Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
180,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Espacio versátil adaptable a diferentes giros. Seguridad 24/7 y control de acceso.,,No directly comparable field in supplied payload.
181,S002,semantic_cross_field_mismatch,False,low,Espacio listo para ocupar con acabados de primera. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
181,NV_near_shopping_centers,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Ubicación estratégica cerca de centros comerciales. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
182,NV_near_shopping_centers,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
183,NV_road_access,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
183,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento. Excelente ubicación con acceso a vías principales. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
184,NV_road_access,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Espacio versátil adaptable a diferentes giros. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
